name,frequency,mean_age
SAAD,1352,11.4
SALUSTIANO,1352,64.3
SERGIO JOSE,1351,31.7
RAYCO,1346,27.8
ANDRES MANUEL,1344,41.2
YOUNESS,1344,24.7
JESUS FERNANDO,1340,48
JUAN FELIX,1339,50.9
BLAI,1326,19.5
AMADOU,1318,34.4
MIGUEL FRANCISCO,1317,45.9
REGINO,1315,61.8
FRANCISCO TOMAS,1314,42.8
LUIS DANIEL,1313,30.6
JOSE LORENZO,1312,49.9
ROBERTO JOSE,1310,37.8
CHEIKH,1309,39
IOSU,1307,28.5
SERGIO ANTONIO,1306,35.9
SERGEY,1303,42
RAMON ANTONIO,1299,49.7
JOAQUIN MANUEL,1296,44.4
CARLOS FERNANDO,1295,42.2
EDUARDO MANUEL,1294,40.9
LADISLAO,1294,60.4
BORIS,1292,34.8
FRANCISCO ANDRES,1291,42.1
JOSE VICTOR,1291,46.4
JOSEPH,1291,42.5
LIAM,1288,7
FRANCISCO ALBERTO,1287,40.8
JESUS SALVADOR,1287,48.1
ISIDRE,1285,58.1
JAVIER ANTONIO,1284,39
ANTONIO JOAQUIN,1281,43.1
JESUS ENRIQUE,1280,41.6
MATTEO,1280,20.8
YURIY,1279,39.9
BOGDAN,1275,30.3
LARBI,1275,43.6
MYKOLA,1275,43.6
PORFIRIO,1275,65.9
PATXI,1272,40
BRAYAN,1271,10.4
ALFONSO JAVIER,1270,40.5
FORTUNATO,1270,68.7
PEDRO VICENTE,1270,48
DIEGO ALEJANDRO,1269,21.5
EMILI,1269,54.1
PEDRO ENRIQUE,1265,42.4
JOAN ANTONI,1260,43.3
JOAQUIN JOSE,1254,46.6
MANUEL IGNACIO,1253,45.5
GERVASIO,1252,63.7
EMANUEL,1251,18.9
JOSE BERNARDO,1251,50.4
VICENTE RAMON,1251,51.3
ARON,1249,10.8
RUPERTO,1247,62.7
NAZARIO,1246,62.1
ANGEL RAMON,1244,47.5
ANGELO,1242,31.1
CASTO,1239,60.6
ALEJANDRO JESUS,1238,25.9
ATANASIO,1238,63.8
JORDAN,1238,19.3
JOSE RUBEN,1237,33.9
CRISTINO,1236,60.3
DAVID MANUEL,1236,30.8
MANUEL MIGUEL,1235,47
RAFAEL MANUEL,1229,42.6
EULALIO,1226,64.2
ROMEO,1224,17.3
STEVEN,1224,24.1
JOSE MARCOS,1223,42.2
JORGE JAVIER,1221,34.3
MANUEL JAVIER,1221,43.4
JESUS VICENTE,1219,48.9
ALEJANDRO JAVIER,1216,28.8
JAVIER JESUS,1213,34.5
CRISTHIAN,1211,17.5
CUSTODIO,1209,61.1
EDWIN,1209,34.1
JUAN ALEJANDRO,1209,29.4
ANTONIO ENRIQUE,1205,45.9
ENOL,1205,9.8
ANDRES JOSE,1202,41
MAXIM,1200,18.5
PEIO,1193,13.6
GARIKOITZ,1192,29.3
LUCIAN,1192,36.6
VICTOR JESUS,1186,35.1
HARITZ,1183,20.1
CASTOR,1180,63.3
HENRY,1179,39.8
JOSE ADRIAN,1179,25.7
BELARMINO,1178,65.1
DOMINGO JOSE,1178,42.2
EMILIO JESUS,1178,39.4
INOCENTE,1177,64.9
ALFONS,1175,51.1
TRISTAN,1175,14.6
JAVIER MARIA,1170,46.1
LUIS ANDRES,1170,39.3
PEDRO IGNACIO,1170,45.9
ARAN,1167,6.7
EUDALD,1167,27.6
ADAMA,1166,32.4
RAIMON,1164,35.4
REDOUANE,1160,33.8
TORCUATO,1160,58.8
MIRCEA,1158,44.2
MOHAMED AMINE,1154,12.4
TELESFORO,1154,66.3
ASENSIO,1153,55.9
FELICISIMO,1153,67.6
REINALDO,1149,49.9
ALFRED,1148,48.3
PEDRO RAMON,1147,48.3
NIZAR,1146,8.8
MAGIN,1144,62.2
MYKHAYLO,1144,42.7
ANTONIO FERNANDO,1140,46.9
JORGE MIGUEL,1140,36.5
RONALD,1138,45.8
ABDELHAFID,1137,37.6
MARIO ALBERTO,1135,35.2
SIMEON,1131,56.7
ANGEL GABRIEL,1130,31.9
JORGE ANDRES,1130,31.8
OTMAN,1128,23.3
JAVIER IGNACIO,1125,43.2
RAFAEL FRANCISCO,1125,46
DAVID ALEJANDRO,1124,22.6
ANASS,1123,14.1
AYOZE,1122,24.5
DANUT,1117,40.1
EFRAIN,1114,35.4
ANDREY,1112,33.7
SILVINO,1111,65.9
VICENTE ANTONIO,1111,50.2
NAIM,1108,11.3
TORIBIO,1107,66.2
ABDUL,1106,36.9
PEDRO ALBERTO,1106,41.3
PABLO LUIS,1105,40.6
EDMUNDO,1104,59.2
YASSIR,1099,10.4
RAMON MARIA,1098,53.8
FRANCISCO JOAQUIN,1097,42.8
LIVIU,1094,40.8
EMILIO MANUEL,1093,42.8
RICARDO MANUEL,1093,41.3
JEAN PIERRE,1091,38.1
JOAQUIN ANTONIO,1091,47.7
JUAN LORENZO,1090,49.9
VICTOR MIGUEL,1088,37.4
FRANCISCO CARLOS,1086,45.3
HECTOR MANUEL,1082,32.8
NAUZET,1082,18.5
SOUFIAN,1081,16.4
URIEL,1081,11.4
ABDELHAKIM,1079,33
DIMITAR,1079,38.1
JAVIER JOSE,1079,37.4
ALLAL,1074,46.1
MILOUD,1074,41.9
OSCAR JOSE,1074,39.2
PEDRO DAVID,1074,30.9
ADNAN,1073,20.7
CRUZ,1071,60.9
JORGE JOSE,1068,39.3
VICTOR ANTONIO,1063,37.5
ATILANO,1061,66.2
ISSAM,1059,21.4
FELIX MANUEL,1058,45.4
DAVID ANTONIO,1056,33.6
MARIO JOSE,1056,37.7
PABLO ANDRES,1055,31.5
ANDREAS,1054,37.5
PEPE,1053,8
WILSON,1053,39.3
VICENTE JESUS,1051,44.1
MIHAIL,1049,38.6
VICENTE LUIS,1048,51.5
ALFONSO MANUEL,1047,40.5
JOSE CARMELO,1047,50.6
JOSEBA ANDONI,1046,45.4
IHOR,1042,41.5
RAFAEL CARLOS,1040,42.6
URTZI,1036,21.6
MEHDI,1033,24.4
JORGE EDUARDO,1030,40.6
CARLOS GUSTAVO,1028,38.4
JOSE OSCAR,1026,43.6
REDOUAN,1026,32.3
MANUEL ANDRES,1022,45.1
EUGEN,1021,43.3
FRANCISCO ALEJANDRO,1021,33.3
LEOCADIO,1021,62.3
DOMINGO ANTONIO,1020,53.3
CIRO,1017,31.4
MASSIMO,1017,37.8
DANIEL ANTONIO,1016,32.9
JAIME JOSE,1016,41.3
TIAGO,1011,11.3
ALVARO JESUS,1010,26.9
MOUAD,1010,13.7
ENRIQUE JESUS,1009,40.5
MIGUEL ALEJANDRO,1007,26.8
MUSA,1005,27.2
SALIM,1002,20.2
OUMAR,996,34.6
ABDON,994,55.8
HAKIM,994,31
JOSE AURELIO,993,51.7
JOSE ARTURO,992,48.8
PETRE,992,45.8
YASIN,991,12.5
EDUARDO ANTONIO,989,42
OSCAR DAVID,989,31.7
CONSTANCIO,986,68.5
JORGE DAVID,986,30
ANDREW,985,34.4
JESUS DANIEL,984,32.7
IVAN JOSE,983,29.7
ALVAR,982,22.1
CASIANO,981,62.8
ALFREDO JOSE,980,43.1
ELIO,978,35.9
JENARO,977,63.4
MAIKEL,975,19.1
FERNANDO MARIA,974,49.1
JOFRE,973,15.4
ANTONIO ALBERTO,971,41.5
EDUARDO JAVIER,970,38.1
KHALIL,968,31.3
CARLOS ALFONSO,967,43.5
FELIX ANGEL,967,50.4
JUAN CRISTOBAL,967,42.1
VICENTE MIGUEL,967,48.5
FELIX JOSE,966,47.7
MODOU,965,38.2
ERLANTZ,963,18.4
FRANCISCO ENRIQUE,962,45.6
QUINTIN,962,61.6
JUAN EDUARDO,960,40.4
AMETS,959,5.6
MILLAN,959,44.8
HAFID,957,36.8
ARATZ,956,11.2
BADR,955,16.1
VALERIO,954,47.9
RAFAEL LUIS,952,47.2
DAMIA,950,27.6
OSKAR,944,32.6
NOUR EDDINE,943,37.6
YONATAN,942,26.7
JHON JAIRO,941,35.5
MICHAEL JOHN,941,62
MICHELE,941,38.6
SAMBA,941,37
JHONATAN,938,22.3
JOAQUIN MARIA,935,51.9
JAVIER ALEJANDRO,934,27.7
ZEUS,933,19
HASSANE,932,40.3
CIPRIAN,931,33
ANGEL ALBERTO,930,40.9
JORGE FRANCISCO,930,38.4
JUSTINIANO,930,65.6
ALEXANDRO,929,17.4
DMYTRO,929,31.5
FRANCISCO MARIA,929,49.8
SERHIY,929,39.4
RUSLAN,926,32.7
AIMAN,925,9.2
DAVIDE,924,33.4
JEREMY,924,13.2
JUAN SANTIAGO,924,49.5
ORENCIO,923,66.8
RAMON JESUS,923,42.6
LAMINE,921,33.5
TAREK,921,22.3
ABDOU,920,37.8
VICTOR DANIEL,920,31
JOSEP RAMON,917,47
YASSER,916,10.7
TEODOR,913,39.2
GRACIANO,911,64.5
FRANCO,909,47.3
LUIS GABRIEL,909,35.1
ABDERRAZAK,908,36.2
ENAITZ,908,7.8
JORGE CARLOS,907,41.3
TIRSO,905,46.8
MARCELIANO,902,66.7
FERNANDO MIGUEL,901,40.5
MORAD,900,23.5
MANEX,898,11.4
JORGE DANIEL,896,33.3
MIGUEL LUIS,896,50.2
RAFAEL MARIA,894,44.8
CESAR MANUEL,893,43.6
EL MUSTAPHA,893,39.7
SALVATORE,893,45.8
ENRIQUE ANTONIO,891,46.1
RICARDO ANTONIO,891,42.2
FRANCISCO FERNANDO,887,47.4
GRIGORE,886,43.5
ALVARO MANUEL,885,27.6
DANIELE,885,33.9
KENNETH,885,43.4
NAHUEL,885,10.1
AHMAD,884,31.3
NICO,883,6.7
ANTONIO DANIEL,882,31.6
FILIBERTO,882,60.6
BAKARY,881,34.8
EDUARDO JESUS,881,38
JUAN JULIAN,881,53.7
RESTITUTO,880,68.8
JOAN MANUEL,879,36.3
JOAN RAMON,879,45.4
MANUEL ALFONSO,876,46.3
PEDRO ANDRES,876,42.4
SOULEYMANE,874,33.4
RAMON MANUEL,872,49.6
STEPHEN,871,49.4
CARLOS ARTURO,869,42.8
JOSE NICOLAS,869,43.5
DAVID JOHN,868,60.1
SEVERO,867,63.4
MBAREK,865,43
SANTIAGO MANUEL,864,42.5
NADIR,863,14.6
CARLO,859,31.7
MARCOS JOSE,859,33.2
LUIS GUILLERMO,858,40.8
BACHIR,856,42.2
EL BACHIR,856,41.3
JORGE ALEJANDRO,856,31.2
MOHAMED ALI,856,20.5
CRISTOPHER,855,19.2
PIO,855,64.6
FROILAN,853,56.1
MHAMMED,853,43.7
ALEXEY,852,33.7
JAVIER FRANCISCO,852,42.7
RUYMAN,852,29.2
BOSCO,850,9.3
FELIX ANTONIO,850,47.8
IVAN JESUS,850,28.2
JEREMIAS,850,43.8
RAMON LUIS,847,51.6
ALBERTO CARLOS,846,38.2
LOIS,846,10.3
RICARDO JAVIER,845,40.5
POLICARPO,844,65.1
CESAR ANTONIO,843,40.6
ADELINO,841,62.2
CRISTIAN DAVID,840,19.4
JAIME ANTONIO,839,45
LUKAS,839,12.3
AYTHAMI,838,18.8
FRANCISCO JULIAN,835,43.2
OSCAR ANTONIO,835,38.2
GERONIMO,833,51.5
EUTIMIO,832,68.1
JOSE FERMIN,830,51.4
OVIDIU,830,35.8
PABLO MIGUEL,830,32.4
RENATO,829,43.8
VICENTE JUAN,829,50
JUAN BOSCO,827,37.4
MIGUEL MANUEL,827,44.2
XIAN,827,9
ANGEL CARLOS,826,47.8
BOUBACAR,826,33.9
JUAN GUILLERMO,824,41
PEDRO JOAQUIN,824,45.6
CARLOS ALEJANDRO,822,30.1
GABRIEL ANGEL,822,43.1
LAURENTIU,822,36.1
LUIGI,822,45.4
MANUEL JOAQUIN,822,48.4
AINGERU,821,20.3
JOHN JAIRO,820,37.4
IGNACIO MANUEL,817,39.5
LUKA,817,7.1
ALFONSO JESUS,816,37.5
MAGI,816,38.4
MAXIMIANO,816,64.3
NEIZAN,816,2.9
VICENTE FRANCISCO,816,50.5
FAISAL,815,28.6
CARLOS VICENTE,814,43.7
RADU,814,39.1
AITZOL,813,20.9
ELEAZAR,812,28
SILVIO,812,48.1
ANGEL DANIEL,811,28
MOSTAPHA,809,40.2
NEFTALI,809,38.1
NICOMEDES,809,64.3
VITALIY,809,34.7
ANGEL VICENTE,808,48.6
DIEGO MIGUEL,808,37.8
ENMANUEL,808,23
JEAN CARLOS,808,19.7
JESUS ANDRES,807,43
IOSIF,806,41.6
JOSE ARMANDO,806,41.5
OSCAR JESUS,806,36.7
MARIANO JOSE,804,45.2
JAGOBA,803,26.1
PETRICA,803,37.8
MANOLO,801,45.4
JULIA,798,32
GENEROSO,797,65.8
ANGEL FERNANDO,796,46
JOSE ALVARO,793,38.6
MARWAN,792,9.9
ALEJANDRO ANTONIO,788,31
MANUEL REYES,787,48.2
DANI,786,8.3
JOAN MARC,786,24.4
ANTONIO GABRIEL,785,35.7
JOAN MARIA,784,54.3
DOREL,781,44
OSAMA,781,11.2
IGNACIO JESUS,779,39.7
JOSE ERNESTO,779,45
AMARO,777,42.7
EÑAUT,777,14.5
OLEH,777,37
VALENTI,777,50
ANTONIO ANDRES,776,44.1
NICUSOR,776,36.8
JOSE AUGUSTO,775,46.1
MANUEL JUAN,775,49.9
JOAN MIQUEL,773,35.2
LUIS SANTIAGO,773,45.7
CRISANTO,772,61
LUIS GONZALO,771,45.5
EUFRASIO,770,61.5
ALBERTO ANTONIO,769,39.7
EUGENI,769,46.2
JAVIER ANGEL,768,44.9
JOSEBA IÑAKI,768,49
ARMAND,767,29.7
EDWARD,767,42
PEDRO ALFONSO,767,43.8
JOSE CRISTOBAL,765,43.6
ANTONIO PEDRO,764,50
NICOLA,763,33.4
SERGIO DAVID,761,28.2
TEODOMIRO,761,65.3
APOLINAR,760,64.1
JOAO,759,43.2
MOHAMED REDA,759,12.3
SEGISMUNDO,759,62.2
CARLOS ALFREDO,758,37.4
CLAUDIU,758,32.6
DOMINGO JESUS,758,40.1
SALVADOR JOSE,758,43.7
JOSE ROMAN,756,47.7
JULIAN ANDRES,756,28.9
JOAN FRANCESC,755,39.2
EL HASSANE,754,45
GALO,754,50.7
NATANAEL,753,20.9
AISSA,752,36.8
ANDY,751,15
JOSE ADOLFO,751,50.8
DANIEL ALBERTO,750,35.6
DOMENEC,750,52.5
JAWAD,749,24.3
ANGEL ANDRES,748,42.1
PEDRO CARLOS,747,44.9
DIEGO FRANCISCO,746,36.7
ZIGOR,746,34.6
GALDER,745,17.7
CARLOS IGNACIO,743,41.1
JUAN RICARDO,741,45.5
MARTIN JOSE,741,49
OSWALDO,741,45.9
ALDO,739,34.5
PABLO DANIEL,739,31.3
KRASIMIR,738,38.9
ISSA,737,31.8
JOSE ELIAS,736,47.6
JOSE ISMAEL,736,39
SERGIO JESUS,736,31
PEDRO DANIEL,735,32.3
ABDELMALEK,734,39.5
ADEL,734,29.4
ANGEL CUSTODIO,734,49.7
ANTONIO ALEJANDRO,734,34.4
ROBERTO ANTONIO,733,41.5
YAROSLAV,731,38.4
KAI,730,16.4
PABLO FRANCISCO,730,37.9
IVO,729,31.2
ANWAR,728,12.6
HECTOR JOSE,728,33.1
LUIS EMILIO,728,46.5
TEODOSIO,728,67.6
ADRIEL,727,7.9
MAHMOUD,727,37
ELIGIO,726,60.6
RADOUANE,726,32.3
LUKEN,725,7.8
TAOUFIK,725,30.6
JOSE ABEL,724,41.4
LIONEL,724,19.3
LUCINIO,722,68.7
MIKHAIL,722,35
EL MILOUD,721,43
SERGIY,721,41
ARES,718,7.3
CARLOS RAMON,718,43.9
ANDRES FRANCISCO,717,44.2
JOSE ORIOL,717,50.8
CARLOS ANGEL,716,45.4
JAVIER MANUEL,716,37.6
RAMSES,716,24.3
STANISLAV,715,31.8
EBRIMA,714,32.5
ABDALLAH,711,40.9
ALIOU,711,36
DIEGO JAVIER,710,32.2
YUSEF,709,18.4
FELIPE JOSE,707,42.7
IRAITZ,707,14.8
FREDDY,706,40.7
MARCOS JESUS,706,31.5
KHALED,704,34.8
RAMON ANGEL,704,52.1
ENRIQUE LUIS,703,49.9
JAIME MANUEL,703,40.1
VINCENZO,703,44.8
JORGE JESUS,702,34.5
LUIS ROBERTO,702,44.7
ABDELOUAHID,701,39.6
EL MEHDI,701,26.2
HONORATO,701,67.7
LIBERTO,700,53.6
FRANCIS,699,40.6
MAROUANE,699,17.8
GUIDO,698,38.2
MANUEL EDUARDO,698,43.4
OLIVIER,698,30.9
FLAVIO,696,31.2
JESUS ALEJANDRO,696,33.6
PETAR,695,37.7
PAULO JORGE,693,39.8
FRANCISCO IGNACIO,692,45
ALBERTO LUIS,690,44.2
CARLOS RAFAEL,690,40.2
EDUARDO LUIS,690,43.6
OSCAR ALBERTO,690,41.8
MARCOS MANUEL,689,35.2
PABLO ALBERTO,689,36
BABACAR,688,34.7
DANILO,688,35.3
JOSE GERMAN,688,46.9
ULPIANO,688,65.7
ARNALDO,687,52.2
EMILIO JAVIER,687,40.5
MIROSLAV,687,36.3
MOKHTAR,687,45.6
SOTERO,687,65.6
ANGEL RAFAEL,686,43.7
LOPE,686,51.8
RIDA,686,13
LUIS PEDRO,685,48.3
SERGIU,685,32.5
ZOILO,685,59.4
DIEGO ARMANDO,684,24.8
VICTOR LUIS,684,43.4
WEI,684,31.1
ABDELOUAHED,683,40.2
FRANCISCO PEDRO,683,50
JESUS RAFAEL,683,44.1
LEONEL,683,24.3
PEDRO ALEJANDRO,683,34.8
ZAID,683,15.8
EUTIQUIO,682,71.4
MANUEL SANTIAGO,682,49.2
MARCO VINICIO,682,37.3
JORGE IVAN,680,37
SANTIAGO JESUS,680,39.3
ANTONIO TOMAS,679,47.6
MARIO JESUS,679,37.6
ELVIS,678,27.1
IORITZ,676,16.6
NECULAI,676,46
TANAUSU,676,26.4
TARIQ,676,36.1
CARLOS ROBERTO,675,40.7
JON ANDONI,675,40.1
ARTURO JOSE,674,39.1
MELQUIADES,674,60.4
ADRIAN JOSE,673,21.9
ISABELO,672,63.5
JEAN PAUL,672,31
FRANCISCO SALVADOR,671,45.4
JOSE MATIAS,671,48.8
JUAN GREGORIO,670,50.4
PERU,669,11.1
MARIO ANTONIO,667,41.3
PETRO,667,44.1
ALEKSANDAR,666,31
EL HABIB,665,38.4
GIANLUCA,665,29
LUIS RAFAEL,665,44.8
LUIS JORGE,664,44.7
PLAMEN,664,39.1
FRAN,663,6.5
GABRIEL ALEJANDRO,663,23.6
YURI,663,28
ALEJANDRO MIGUEL,662,26.3
NAJIM,660,33
MBAYE,659,39.8
BENAISSA,657,44
BOUJEMAA,657,44.5
DIEGO ANDRES,657,25.9
CARLOS AUGUSTO,656,40.3
CRISTO MANUEL,656,35.3
LUIS MARIO,656,35.3
MIGUEL RAMON,656,47.9
YOUSEF,656,15.9
JOSE CRUZ,655,56.6
SIMONE,655,31.2
VALENTINO,654,11.4
YONATHAN,653,25.4
OSVALDO,652,44.9
ANDRES MIGUEL,651,41.3
CARLOS IVAN,651,33
MANUEL RAFAEL,651,48
SALAH EDDINE,651,21.1
CHARLES,650,44.5
DEOGRACIAS,650,64.7
TIBURCIO,650,67.6
MOR,649,39.5
MIGUEL CARLOS,648,47.6
RICARDO JESUS,647,40.5
DIEGO LUIS,646,41.4
MIGUEL ENRIQUE,646,43.2
RAMON FRANCISCO,646,50.3
UGAITZ,646,14.5
ADRIAN JESUS,645,20.3
SALOMON,645,44.5
YASIR,644,18.5
ROBERTO JAVIER,643,40.4
SILVANO,642,61.7
ARTEM,641,19.8
GOTZON,640,39.5
NIKITA,640,14.3
TOMAS JOSE,640,46.9
LUIS ERNESTO,639,42.7
ALEJANDRO DAVID,638,20.5
ARTEMIO,638,62.3
PEDRO RAFAEL,638,44.6
PEDRO FERNANDO,637,46.4
WILFREDO,636,43.1
RAFAEL JUAN,634,48
COSMIN,633,28.4
ALIN,632,29.4
GABRIEL ANTONIO,632,36.7
JOSE GERARDO,632,49.1
JULIO ENRIQUE,632,44.6
NATHAN,632,9.9
DELMIRO,631,64.7
SERAPIO,631,68.9
IVAN MANUEL,630,26.8
PATROCINIO,630,65.5
BRANDON,629,12.7
JOAQUIN JESUS,628,40.9
ROBERTO MANUEL,628,39.9
APOLONIO,627,66.3
BOUCHAIB,627,43.7
ADONAY,626,11.8
YON,626,32.1
ANCOR,624,15.8
ELISARDO,624,60.3
FABRIZIO,624,34
MAROUAN,623,12.3
BREIXO,622,11.2
VALERO,622,60.3
FEDERICO JOSE,621,44.6
RAFAEL MIGUEL,621,44.1
ANTONIO DOMINGO,620,49.1
DANTE,620,15.7
EUSTASIO,620,68.5
DOMINGO JAVIER,619,41
EMILIO ANTONIO,619,48.5
MIGUEL JUAN,618,50.2
MISAEL,618,35.4
ANDERSON,616,22.8
DORIN,616,40.1
JOSE BLAS,616,48.8
LAHBIB,616,41.7
OUALID,616,16.2
SERGIO LUIS,616,36.9
CARLOS JUAN,615,46.7
HRISTO,615,38.1
JORGE IGNACIO,615,38.6
MANUEL PEDRO,615,50.5
RAFAEL ALBERTO,615,38.1
LUIS GONZAGA,614,43.3
NAJIB,614,36.6
ALFONSO LUIS,613,47.4
DANIEL ANGEL,613,38.5
DMITRY,613,34
AMADEU,612,52
JULIO ANGEL,611,47.3
DANIEL FRANCISCO,610,32.2
TXOMIN,610,39.1
LAMIN,609,31.5
RABAH,609,43.5
DAYRON,608,8.1
DEMBA,608,37
ENRIQUE FRANCISCO,608,47.2
JULIO MIGUEL,608,46.6
RAUL ANTONIO,607,37.3
VASIL,607,38.2
IVAYLO,606,34.2
JALAL,605,29.7
RAYMOND,605,56.7
MOULOUD,604,43.3
JOAN MANEL,603,35.9
GONZALO JOSE,602,35
ABDERRAZZAK,601,36.3
ANGEL ENRIQUE,601,44.7
MANUEL SALVADOR,601,47.2
JOSEP MIQUEL,600,42.3
SUFIAN,600,16.9
VLADISLAV,600,24.1
GABRIEL JOSE,598,36.5
CRISTIAN JOSE,597,21.9
JULIAN JOSE,597,46.2
JOSE VALENTIN,596,48.6
MANUEL EMILIO,596,47
DAOUDA,595,34.1
DIEGO ALBERTO,595,30.9
FRANCISCO EDUARDO,595,43.2
DOMINGO MANUEL,594,45.6
EROS,594,14.8
LUIS PABLO,594,43.2
PABLO ENRIQUE,593,36.6
ROBERTO JESUS,593,37.5
SANTI,593,24.2
LEOVIGILDO,592,62.5
SHAHID,592,36.1
ANTONIO IGNACIO,591,45
YORDAN,591,35.3
ELIAN,590,7.4
JUAN NICOLAS,590,34.4
OT,590,9.7
PABLO CESAR,590,34.8
CRISTIAN JESUS,589,21.4
ILYASS,589,12.4
JUAN ROBERTO,589,47.3
JUAN JORGE,588,46.9
RAFAEL ENRIQUE,588,45.6
SANTIAGO JAVIER,588,38.2
PEDRO TOMAS,587,46.3
VICTOR ANDRES,587,30.1
CESAR LUIS,586,45.4
ARISTIDES,585,50.9
DANIEL EDUARDO,585,31.6
MAURIZIO,585,44.9
PEP,585,11.3
NELU,584,41.8
MOHAMED SAID,583,27.2
ZOUHAIR,583,27.5
FLORENTIN,582,52.7
HERMOGENES,582,64.3
MANUEL AGUSTIN,582,47.8
PABLO ALEJANDRO,582,28.5
ABUNDIO,581,74
CHERKAOUI,580,37.4
PEDRO JULIAN,580,47.8
RIGOBERTO,580,53.2
ALVARO ANTONIO,579,32.4
RUBEN JESUS,579,29.3
CRISTOBAL JESUS,576,37.1
ANTONIO SALVADOR,575,47.3
JOAQUIN FRANCISCO,575,46.9
ABIAN,574,18.4
EL MOKHTAR,574,43.6
MARCOS JAVIER,574,32.8
BERNARDO JOSE,573,42.9
GIORGIO,573,42.7
HERNANDO,573,49.4
JACINT,573,54.6
JOSE SEBASTIAN,573,44.1
VICTOR ALFONSO,573,27.8
JAVIER LUIS,571,43.1
JESUS JUAN,571,48.1
ERNESTO JOSE,570,40.7
JAVIER ENRIQUE,570,37.5
JOSE GONZALO,570,49.9
ODEI,570,13.2
TRAIAN,570,45.9
EDORTA,569,33.1
NICU,568,40
RUBEN JOSE,568,32.1
JESUS ALFONSO,567,45.4
JAIME LUIS,566,46
ROLAND,566,43.4
ANDRES AVELINO,565,56.5
CESC,565,5.3
JESUS PEDRO,565,50.3
TAYEB,565,43.1
CARLOS GABRIEL,562,31.1
JOSE ISRAEL,562,34.6
ANDRES ANTONIO,561,45.9
EDUARDO FRANCISCO,561,44
JULI,561,41.9
WASSIM,560,7.5
DANIEL ENRIQUE,559,31.7
FELIP,559,45.3
JORGE RAMON,559,42.2
LUIS RICARDO,559,42
SERGIO ANDRES,558,27.7
ADOLFO JOSE,557,44.1
ANTONIO AGUSTIN,557,48.3
FRANCISCO AGUSTIN,557,46.5
FRUTOS,557,66.5
GHEORGHITA,557,38.3
SERGIO DANIEL,557,32.3
VALERIU,557,44.3
NILO,556,37.8
ROY,556,45
ARIDANE,555,20.9
ANDRES DAVID,553,23.7
BAUDILIO,553,66.2
BRIGIDO,552,60.7
DOMICIANO,552,67
FELIX JAVIER,552,44.5
SIRO,552,47.3
CARLOS HUMBERTO,551,43.9
CRISTIAN ANDRES,551,24
MAJID,551,35.6
OSCAR DANIEL,551,31.5
ANTONIO ALFONSO,550,46.9
CAYO,550,68.3
ENRIQUE MIGUEL,550,43.8
SERGIO JAVIER,550,32.3
JUAN BERNARDO,549,47.2
MIGUEL ANDRES,549,38.3
TRINITARIO,549,59
ALFONSO MARIA,548,47.3
ALVARO JAVIER,548,27.2
EUGENIO JOSE,548,45.2
HATIM,548,16.7
JESUS JOAQUIN,548,44.7
JIE,548,26.2
ABDENBI,547,40.4
ALADINO,547,63.6
ANTONIO EDUARDO,547,43.7
GABRIEL JESUS,546,30.3
ABDELJALIL,545,33.6
JASON,543,23.5
JULIAN ANTONIO,543,48.4
JULIO FRANCISCO,543,46.7
ENRICO,542,41.2
MELITON,542,66.3
NICOLAU,542,26.4
ASTERIO,541,67.2
FRANCISCO XAVIER,541,43.2
JOSE ALEXIS,541,37.3
LUIS ARMANDO,541,40.3
STEPAN,541,39.6
ANATOLIY,540,46.5
ADALBERTO,539,48.5
ANGEL EDUARDO,539,37.7
FRANCISCO RAUL,539,36.3
MIGUEL ALBERTO,539,40.2
OLEGUER,539,18.7
PABLO DAVID,539,26.2
DORIAN,538,13.9
OLIVERIO,538,44.8
SMAIL,538,35.9
VALERIY,538,46.6
CRISTINEL,537,38.8
FELIX JESUS,537,46
OTHMAN,537,20.7
FRANCISCO ALFONSO,536,45.4
TOMAS JESUS,535,41.8
BIBIANO,534,61.4
TAHAR,534,45
FRANCESC JOSEP,533,44
RICCARDO,533,35.9
TONY,533,28.1
COSTICA,532,47.4
TODOR,532,40.8
ASER,531,34.1
LIHER,531,11
ROBUSTIANO,531,67.7
GUILLERMO ANTONIO,529,39.3
JESUS EDUARDO,529,40.4
JON IÑAKI,529,46.7
JUAN CARMELO,529,48.5
JULIO JESUS,529,43.7
KRZYSZTOF,529,41.4
ANACLETO,528,66.7
KADDOUR,528,46.3
EDUARDO MIGUEL,527,39.6
MIGUEL JAVIER,527,43
RAFAEL VICENTE,527,50.1
RAUL JOSE,527,35.6
HAO,526,18.3
OSCAR EDUARDO,526,32.1
VICTOR FRANCISCO,526,39.9
HABIB,525,38
JOSE RAMIRO,525,52
JULIO JAVIER,525,42.4
GIANCARLO,524,36.9
SANDALIO,524,68.2
NEL,522,8
BOHDAN,521,40.6
TOBIAS,521,35.1
TUDOR,521,41
ABDELKHALEK,520,37
JUAN VICTOR,520,41.7
VICTOR ALEJANDRO,520,28
AGUSTIN MANUEL,519,44.8
JOAQUIN MIGUEL,519,46.6
PABLO NICOLAS,519,16.6
JAVIER ANDRES,518,31.5
JUAN ALONSO,518,45.8
SINFORIANO,518,66.4
TAHA,518,10.2
YAEL,518,5.4
ALBERTO MIGUEL,517,40.4
CARLOS MARIO,517,38
PIERRE,517,45.5
EUFEMIO,516,64.7
XOAN,516,15.8
CARLOS JULIO,515,42.4
